id	image	image_src	image_legende	nom_fr	nom_latin	region	systeme	fonction	rapports	notes_cliniques	sources	importance
vestibule_labyrinthe	vestibule_labyrinthe.jpg	libre	Labyrinthe osseux, vestibule et canaux (Gray, 1918)	Vestibule de l'oreille interne	Vestibulum	Oreille	Organe des sens	Cavité centrale du labyrinthe osseux, entre la caisse du tympan (en dehors, fenêtres ovale et ronde) et le méat acoustique interne (en dedans). Il contient deux organes otolithiques du labyrinthe membraneux : l'utricule et le saccule. Leurs macules, chargées de cristaux de carbonate de calcium (otoconies), détectent les accélérations linéaires et la gravité (position de la tête).	Communique en avant avec la cochlée, en arrière avec les canaux semi-circulaires, en dedans avec la fosse crânienne postérieure par l'aqueduc du vestibule (canal endolymphatique et sac endolymphatique).	Le vertige positionnel paroxystique bénin (VPPB), cause la plus fréquente de vertige, résulte de la migration d'otoconies détachées de la macule utriculaire dans un canal semi-circulaire (surtout postérieur) : vertige rotatoire bref déclenché par les changements de position, diagnostiqué par la manœuvre de Dix-Hallpike, traité par manœuvres libératoires (Epley). Dilatation du sac endolymphatique dans la maladie de Menière.	https://fr.wikipedia.org/wiki/Vestibule_(oreille_interne)	3
canaux_semi_circulaires	canaux_semi_circulaires.jpg	libre	Canaux semi-circulaires du labyrinthe (Gray, 1918)	Canaux semi-circulaires	Canales semicirculares	Oreille	Organe des sens	Trois canaux osseux en demi-anneau (antérieur ou supérieur, postérieur, latéral) disposés dans les trois plans de l'espace, à peu près perpendiculaires entre eux. Chaque canal membraneux se dilate à une extrémité (ampoule) qui contient une crête ampullaire coiffée d'une cupule. Le déplacement de l'endolymphe lors des accélérations angulaires (rotations de la tête) défléchit la cupule et stimule les cellules ciliées : détection des rotations.	Les canaux latéraux des deux oreilles sont dans le même plan (incliné de 30 degrés) et fonctionnent en paire ago-antagoniste ; le canal antérieur d'un côté est coplanaire au canal postérieur de l'autre. Le canal latéral fait saillie dans l'aditus ad antrum (repère chirurgical).	Base du réflexe vestibulo-oculaire, exploré par le head impulse test, le nystagmus et les épreuves caloriques (le canal latéral répond à l'irrigation de l'oreille : chaud = nystagmus vers le côté irrigué, froid = à l'opposé, moyen COWS). Déhiscence du canal semi-circulaire supérieur (syndrome de Minor : vertige et oscillopsie aux sons forts et à la pression, autophonie).	https://fr.wikipedia.org/wiki/Canal_semi-circulaire	3
nerf_vestibulo_cochleaire	nerf_vestibulo_cochleaire.jpg	libre	Nerf vestibulocochléaire dans le méat acoustique interne (Gray, 1918)	Nerf vestibulocochléaire (VIII)	Nervus vestibulocochlearis	Oreille	Système nerveux	Huitième nerf crânien, purement sensoriel, formé de deux contingents : le nerf cochléaire (audition, corps cellulaires dans le ganglion spiral) et le nerf vestibulaire (équilibration, corps cellulaires dans le ganglion vestibulaire de Scarpa). Il gagne le fond du méat acoustique interne, traverse l'angle ponto-cérébelleux et se termine dans les noyaux cochléaires et vestibulaires du tronc cérébral.	Dans le méat acoustique interne, il accompagne le nerf facial (VII) et l'artère labyrinthique. Le fond du méat est cloisonné : le VII et le nerf cochléaire en avant, les nerfs vestibulaires en arrière. Dans l'angle ponto-cérébelleux, rapport avec le VII, le V (au-dessus) et les IX-X-XI (au-dessous), le flocculus et l'artère cérébelleuse antéro-inférieure (AICA).	Schwannome vestibulaire (neurinome de l'acoustique) : tumeur bénigne du nerf vestibulaire dans le méat ou l'angle, révélée par une surdité de perception unilatérale progressive avec acouphène et troubles de l'équilibre ; IRM avec gadolinium. Bilatéral dans la neurofibromatose de type 2. La surdité brusque impose d'éliminer un schwannome.	https://fr.wikipedia.org/wiki/Nerf_vestibulocochléaire	4
nerf_facial_intrapetreux	nerf_facial_intrapetreux.svg	libre	Trajet intra-pétreux du nerf facial	Nerf facial (VII) — trajet intra-pétreux	Nervus facialis (canalis)	Oreille	Système nerveux	Après l'angle ponto-cérébelleux et le méat acoustique interne, le nerf facial parcourt le canal facial (de Fallope) dans le rocher en trois segments : labyrinthique (le plus court et le plus étroit), tympanique (au-dessus de la fenêtre du vestibule, souvent déhiscent), et mastoïdien (vertical). Au genou externe se trouve le ganglion géniculé (fibres sensitives et gustatives). Il donne dans le rocher le nerf grand pétreux (sécrétion lacrymale et nasale), le nerf du muscle stapédien et la corde du tympan (goût des deux tiers antérieurs de la langue, salivation submandibulaire et sublinguale).	La corde du tympan traverse la caisse du tympan entre le manche du marteau et la longue branche de l'enclume avant de rejoindre le nerf lingual. Le canal facial est un repère et un danger de la chirurgie otologique (paroi médiale et postérieure de la caisse).	La topographie des symptômes localise la lésion : atteinte au-dessus du ganglion géniculé (larmoiement diminué, hyperacousie, agueusie) ; entre géniculé et nerf du stapédien (hyperacousie, agueusie) ; entre stapédien et corde du tympan (agueusie seule) ; sous la corde du tympan (paralysie motrice pure). Paralysie de Bell (segment labyrinthique, œdème). Fracture du rocher, cholestéatome, zona du ganglion géniculé (Ramsay Hunt), schwannome du VII.	https://fr.wikipedia.org/wiki/Nerf_facial	4
dure_mere_cranienne	dure_mere_cranienne.svg	libre	Dure-mère et sinus veineux, vue supérieure (Gray, 1918)	Dure-mère crânienne	Dura mater cranialis	Cavité crânienne	Méninges	Membrane fibreuse épaisse, la plus externe des méninges, formée de deux feuillets accolés : un feuillet périosté (adhérant à la face endocrânienne des os, jouant le rôle de périoste interne) et un feuillet méningé. Elle protège l'encéphale, forme des cloisons rigides qui le compartimentent (faux du cerveau, tente du cervelet, faux du cervelet, diaphragme sellaire) et contient, entre ses deux feuillets, les sinus veineux duraux.	Peu adhérente à la voûte (espace extra-dural virtuel, décollable par un hématome), fortement adhérente à la base du crâne et aux sutures. Elle se prolonge dans les foramens en engainant les nerfs crâniens et se continue par la dure-mère spinale au niveau du foramen magnum. Innervation sensitive par le nerf trijumeau (V) et les premiers nerfs cervicaux.	Hématome extra-dural (artère méningée moyenne, entre os et dure-mère : lentille biconvexe au scanner, intervalle libre, urgence chirurgicale). Hématome sous-dural (veines pont, entre dure-mère et arachnoïde : croissant, sujet âgé ou alcoolique, souvent chronique). Brèche dure-mérienne (fuite de LCS, céphalée posturale, risque de méningite). L'innervation trigéminale explique la céphalée des méningites et de l'hypotension du LCS.	https://fr.wikipedia.org/wiki/Dure-mère	4
faux_du_cerveau	faux_du_cerveau.svg	libre	Faux du cerveau et tente du cervelet (Gray, 1918)	Faux du cerveau	Falx cerebri	Cavité crânienne	Méninges	Cloison dure-mérienne sagittale médiane, en forme de faucille, s'enfonçant dans la fissure longitudinale entre les deux hémisphères cérébraux. Elle limite les déplacements latéraux du cerveau. Son bord supérieur, convexe, s'attache à la voûte de la crête du frontal à la protubérance occipitale interne ; son bord inférieur, concave et libre, surplombe le corps calleux.	Contient dans son bord supérieur le sinus sagittal supérieur, dans son bord inférieur le sinus sagittal inférieur, et à sa jonction avec la tente du cervelet le sinus droit. En avant, elle s'insère sur la crista galli de l'ethmoïde.	L'engagement sous-falcoriel (cingulaire) fait glisser le gyrus cingulaire sous le bord libre de la faux lors d'un processus expansif hémisphérique : compression de l'artère cérébrale antérieure. Méningiome de la faux (souvent para-sagittal, envahissant le sinus sagittal supérieur : difficulté d'exérèse).	https://fr.wikipedia.org/wiki/Faux_du_cerveau	3
tente_du_cervelet	tente_du_cervelet.svg	libre	Tente du cervelet, vue supérieure (Gray, 1918)	Tente du cervelet	Tentorium cerebelli	Cavité crânienne	Méninges	Cloison dure-mérienne horizontale tendue entre les lobes occipitaux (au-dessus) et le cervelet (au-dessous), séparant l'étage sus-tentoriel de l'étage sous-tentoriel (fosse crânienne postérieure). Son bord périphérique s'attache aux processus clinoïdes, au bord supérieur du rocher et à l'os occipital ; son bord libre, antéro-médial, délimite l'incisure de la tente (foramen ovale de Pacchioni) que traverse le tronc cérébral.	Contient à sa périphérie les sinus transverse (attache occipitale), pétreux supérieur (attache au rocher) et droit (jonction avec la faux). Le nerf trochléaire (IV) et le nerf oculomoteur (III) cheminent près de son bord libre.	L'engagement temporal (uncal) fait passer l'uncus du lobe temporal dans l'incisure de la tente : compression du III (mydriase homolatérale), du mésencéphale (troubles de vigilance) et du pédoncule cérébral controlatéral contre le bord libre (hémiplégie du même côté que la mydriase, signe de Kernohan trompeur). Engagement central diencéphalique. Repère de la classification des méningiomes de la tente.	https://fr.wikipedia.org/wiki/Tente_du_cervelet	4
arachnoide	arachnoide.jpg	libre	Méninges : coupe montrant les trois feuillets	Arachnoïde	Arachnoidea mater	Cavité crânienne	Méninges	Feuillet méningé intermédiaire, avasculaire, appliqué contre la face profonde de la dure-mère. De sa face profonde partent des travées (trabécules arachnoïdiennes) qui la relient à la pie-mère en délimitant l'espace sous-arachnoïdien, où circule le liquide cérébro-spinal. Elle forme les granulations arachnoïdiennes qui résorbent le LCS dans les sinus veineux.	Séparée de la dure-mère par un espace sous-dural virtuel (siège des hématomes sous-duraux), et de la pie-mère par l'espace sous-arachnoïdien élargi par endroits en citernes (grande citerne, citernes de la base, citerne ambiante). Elle enjambe les sillons sans y descendre (à la différence de la pie-mère).	Kyste arachnoïdien (dédoublement congénital, souvent de la fosse temporale ou de la fosse postérieure, le plus souvent asymptomatique). L'hémorragie méningée (rupture d'anevrisme) inonde l'espace sous-arachnoïdien : céphalée en coup de tonnerre, raideur de nuque, scanner puis ponction lombaire. Carcinomatose et méningite se développent dans cet espace.	https://fr.wikipedia.org/wiki/Arachno%C3%AFde	3
pie_mere	pie_mere.svg	libre	Méninges et espace sous-arachnoïdien (Gray, 1918)	Pie-mère	Pia mater	Cavité crânienne	Méninges	Feuillet méningé le plus interne, fin et très vascularisé, intimement appliqué sur la surface de l'encéphale et de la moelle dont elle épouse tous les reliefs et sillons. Elle engaine les vaisseaux qui pénètrent le névraxe (espaces péri-vasculaires de Virchow-Robin) et participe à la formation des plexus choroïdes et de la barrière entre LCS et tissu nerveux.	Séparée de l'arachnoïde par l'espace sous-arachnoïdien qu'elle limite en profondeur. Elle forme le long de la moelle les ligaments dentelés (fixation latérale) et se prolonge au-delà du cône médullaire par le filum terminale.	Les espaces de Virchow-Robin dilatés sont un aspect fréquent et banal en IRM. La pie-mère est franchie par les métastases et les infections qui gagnent le parenchyme. Elle participe au plan de clivage des méningiomes (extra-axiaux) par rapport aux tumeurs intra-parenchymateuses.	https://fr.wikipedia.org/wiki/Pie-mère	2
sinus_sagittal_superieur	sinus_sagittal_superieur.svg	libre	Sinus de la dure-mère, vue latérale (Gray, 1918)	Sinus sagittal supérieur	Sinus sagittalis superior	Cavité crânienne	Système vasculaire	Sinus veineux dural impair et médian, logé dans le bord supérieur de la faux du cerveau, du foramen cæcum à la protubérance occipitale interne où il rejoint le confluent des sinus (pressoir d'Hérophile). Il draine le sang veineux de la face supéro-latérale des hémisphères (veines cérébrales superficielles) et reçoit surtout le LCS via les granulations arachnoïdiennes qui font saillie dans ses lacunes latérales.	Se projette sur la suture sagittale. Reçoit des veines émissaires traversant la voûte (voie de propagation des infections du scalp vers le sinus). Le confluent des sinus se draine surtout à droite (sinus transverse droit souvent dominant).	Thrombose du sinus sagittal supérieur (post-partum, thrombophilie, déshydratation, contraception, méningite) : céphalée, crises, déficits à bascule, hypertension intracrânienne ; diagnostic par angio-IRM veineuse, traitement par anticoagulation même en cas de transformation hémorragique. Plaie du sinus lors d'un abord para-sagittal : hémorragie et risque d'embolie gazeuse.	https://fr.wikipedia.org/wiki/Sinus_sagittal_supérieur	4
sinus_lateraux_duraux	sinus_lateraux_duraux.svg	libre	Sinus de la dure-mère, base du crâne (Gray, 1918)	Sinus droit, transverse et sigmoïde	Sinus rectus, transversus, sigmoideus	Cavité crânienne	Système vasculaire	Voie de drainage veineux profond et postérieur de l'encéphale vers la veine jugulaire interne. Le sinus droit, dans la jonction faux-tente, reçoit le sinus sagittal inférieur et la grande veine cérébrale (de Galien, drainage profond) et gagne le confluent des sinus. De là partent les deux sinus transverses (dans l'attache occipitale de la tente), qui deviennent sinus sigmoïdes (en S, sur la face endocrânienne de la mastoïde) puis se jettent dans le golfe de la jugulaire au foramen jugulaire.	Le sinus sigmoïde est en rapport direct avec l'antre mastoïdien et les cellules mastoïdiennes (paroi osseuse mince). Le sinus transverse répond à l'astérion (repère cutané de son bord).	Thrombophlébite du sinus latéral (sigmoïde) compliquant une otite ou une mastoïdite : fièvre oscillante, douleur mastoïdienne, signe de Griesinger (œdème rétro-mastoïdien par thrombose d'une veine émissaire). Repère de l'astérion pour la craniotomie de la fosse postérieure (éviter le sinus). Sténose des sinus transverses dans l'hypertension intracrânienne idiopathique.	https://fr.wikipedia.org/wiki/Sinus_veineux_dural	3
sinus_caverneux	sinus_caverneux.jpg	libre	Coupe frontale du sinus caverneux	Sinus caverneux	Sinus cavernosus	Cavité crânienne	Système vasculaire	Sinus veineux dural pair, de part et d'autre du corps du sphénoïde et de la selle turcique. Il draine la veine ophtalmique supérieure, la veine cérébrale moyenne superficielle et le sinus sphéno-pariétal, et se vide vers les sinus pétreux supérieur (vers le sinus sigmoïde) et inférieur (vers la jugulaire) et vers le plexus ptérygoïdien. Les deux sinus communiquent par les sinus intercaverneux (sinus coronaire).	Traversé en plein par l'artère carotide interne (segment caverneux) et le nerf abducens (VI). Dans sa paroi latérale cheminent, de haut en bas : le nerf oculomoteur (III), le nerf trochléaire (IV), le nerf ophtalmique (V1) et le nerf maxillaire (V2). En dedans : l'hypophyse et le sinus sphénoïdal.	Thrombophlébite du sinus caverneux (furoncle de la face, sinusite, cellulite orbitaire, via les veines faciales sans valves : le danger du triangle de la face) : fièvre, exophtalmie, chémosis, ophtalmoplégie douloureuse, souvent bilatérale, urgence vitale. Fistule carotido-caverneuse (traumatique) : exophtalmie pulsatile, souffle, ophtalmoplégie. Syndrome du sinus caverneux (III, IV, V1, V2, VI, Horner) par méningiome, adénome invasif, anévrisme.	https://fr.wikipedia.org/wiki/Sinus_caverneux	5
circulation_lcs	circulation_lcs.jpg	libre	Circulation du liquide cérébro-spinal	Liquide cérébro-spinal et sa circulation	Liquor cerebrospinalis	Cavité crânienne	Méninges	Liquide clair (environ 150 mL, renouvelé 3 à 4 fois par jour) sécrété à 70 pour cent par les plexus choroïdes des ventricules latéraux, du troisième et du quatrième ventricules. Il circule des ventricules latéraux vers le troisième ventricule (foramens interventriculaires de Monro), puis le quatrième (aqueduc du mésencéphale de Sylvius), gagne l'espace sous-arachnoïdien par les foramens de Luschka et de Magendie, et est résorbé par les granulations arachnoïdiennes vers les sinus veineux. Il soutient et protège l'encéphale (flottaison), amortit les chocs et assure une homéostasie chimique.	Le passage étroit de l'aqueduc du mésencéphale et des foramens du quatrième ventricule sont des points de blocage. La grande citerne (cérébello-médullaire) et la citerne lombaire (cul-de-sac dural sous L2) sont les sites de ponction.	Hydrocéphalie obstructive (sténose de l'aqueduc, tumeur de la fosse postérieure : dilatation en amont, hypertension intracrânienne) ou communicante (défaut de résorption après hémorragie méningée ou méningite). Hydrocéphalie à pression normale du sujet âgé (triade de Hakim : troubles de la marche, cognitifs, urinaires). Ponction lombaire : analyse (méningite, hémorragie, sclérose en plaques) et mesure de pression.	https://fr.wikipedia.org/wiki/Liquide_cérébro-spinal	4
granulations_arachnoidiennes	granulations_arachnoidiennes.svg	libre	Granulations arachnoïdiennes dans le sinus sagittal supérieur	Granulations arachnoïdiennes (de Pacchioni)	Granulationes arachnoideae	Cavité crânienne	Méninges	Villosités de l'arachnoïde qui font saillie à travers la paroi de la dure-mère dans la lumière des sinus veineux (surtout le sinus sagittal supérieur et ses lacunes latérales). Elles fonctionnent comme des valves unidirectionnelles laissant passer le liquide cérébro-spinal (et de fines particules) vers le sang veineux quand la pression du LCS dépasse la pression veineuse : c'est la voie principale de résorption du LCS.	Deviennent plus nombreuses et volumineuses avec l'âge, creusant des dépressions dans la table interne de la voûte (fovéoles granulaires) visibles sur les radiographies et les scanners.	Leur défaut de fonctionnement (après hémorragie méningée, méningite, thrombose veineuse) cause une hydrocéphalie communicante. De grosses granulations peuvent être prises pour une lésion (thrombose du sinus, métastase) en imagerie : aspect typique en défect de remplissage à contours nets, contenu identique au LCS.	https://fr.wikipedia.org/wiki/Granulation_arachno%C3%AFdienne	2
nc_vue_ensemble	nc_vue_ensemble.svg	libre	Émergence des nerfs crâniens à la base de l'encéphale	Nerfs crâniens (vue d'ensemble)	Nervi craniales	Cavité crânienne	Système nerveux	Douze paires de nerfs naissant de l'encéphale (I et II du télencéphale et du diencéphale, III-XII du tronc cérébral). Trois sont purement sensoriels (I olfaction, II vision, VIII audition et équilibration), cinq purement moteurs (III, IV, VI oculomotricité ; XI muscles du cou ; XII langue), quatre mixtes (V sensibilité de la face et mastication ; VII mimique, goût, larmes, salive ; IX et X sensibilité et motricité pharyngo-laryngée, viscéromotricité parasympathique).	Ils quittent le crâne par des orifices précis : lame criblée (I), canal optique (II), fissure orbitaire supérieure (III, IV, V1, VI), foramen rond (V2), foramen ovale (V3), méat acoustique interne (VII, VIII), foramen jugulaire (IX, X, XI), canal de l'hypoglosse (XII). Quatre portent des fibres parasympathiques (III, VII, IX, X) relayées dans quatre ganglions de la tête (ciliaire, ptérygo-palatin, submandibulaire, otique).	"L'examen systématique des 12 paires est la base de l'examen neurologique. Les atteintes multiples et groupées orientent vers un site : angle ponto-cérébelleux (V, VII, VIII), foramen jugulaire (IX, X, XI : syndrome de Vernet), sinus caverneux ou fissure orbitaire (III, IV, V1, VI). Moyen mnémotechnique des modalités : ""Some Say Marry Money But My Brother Says Big Brains Matter More""."	https://fr.wikipedia.org/wiki/Nerf_crânien	5
nerf_olfactif_i	nerf_olfactif_i.svg	libre	Nerf olfactif et bulbe olfactif	Nerf olfactif (I)	Nervus olfactorius	Cavité crânienne	Système nerveux	Premier nerf crânien, purement sensoriel (odorat). Il n'est pas un nerf unique mais une vingtaine de filets (fila olfactoria), axones des neurones bipolaires de la muqueuse olfactive du toit des fosses nasales. Ces filets traversent la lame criblée de l'ethmoïde et se terminent dans le bulbe olfactif, d'où part le tractus olfactif vers le cortex (aire piriforme, amygdale) sans relais thalamique.	Le bulbe et le tractus olfactifs reposent dans le sillon olfactif de la face orbitaire du lobe frontal, au-dessus de la lame criblée. Le nerf terminal (paire crânienne 0) et le nerf voméro-nasal les accompagnent.	Anosmie post-traumatique par cisaillement des filets à la lame criblée lors d'un traumatisme crânien (souvent définitive). Anosmie des rhinites et polyposes (obstructive, réversible). Anosmie révélatrice d'une maladie de Parkinson ou d'Alzheimer débutante, ou d'un méningiome du sillon olfactif (syndrome de Foster Kennedy : anosmie, atrophie optique homolatérale, œdème papillaire controlatéral). Anosmie et agueusie des infections virales (dont la COVID-19).	https://fr.wikipedia.org/wiki/Nerf_olfactif	3
nerf_oculomoteur_iii	nerf_oculomoteur_iii.jpg	libre	Nerf oculomoteur et muscles de l'orbite (Gray, 1918)	Nerf oculomoteur (III)	Nervus oculomotorius	Cavité crânienne	Système nerveux	Troisième nerf crânien, essentiellement moteur. Il innerve quatre des six muscles oculomoteurs (droits supérieur, inférieur et médial, oblique inférieur) et le muscle releveur de la paupière supérieure. Il porte aussi le contingent parasympathique (noyau d'Edinger-Westphal) qui, relayé dans le ganglion ciliaire, commande le sphincter de la pupille (myosis) et le muscle ciliaire (accommodation).	Émerge de la face antérieure du mésencéphale dans la fosse interpédonculaire, passe entre les artères cérébrale postérieure et cérébelleuse supérieure, longe l'artère communicante postérieure, traverse la paroi latérale du sinus caverneux puis la fissure orbitaire supérieure et l'anneau de Zinn, où il se divise en branches supérieure et inférieure.	"Paralysie complète : ptosis, œil dévié en bas et en dehors, mydriase aréflexique. La règle du ""la pupille compte"" : une atteinte compressive (anévrisme de l'artère communicante postérieure, engagement temporal) touche les fibres parasympathiques périphériques et donne une mydriase (urgence) ; une atteinte ischémique (diabète, HTA) épargne souvent la pupille. Ophtalmoplégie internucléaire à distinguer (lésion du faisceau longitudinal médial)."	https://fr.wikipedia.org/wiki/Nerf_oculomoteur	4
nerf_trochleaire_iv	nerf_trochleaire_iv.jpg	libre	Nerf trochléaire, trajet péri-mésencéphalique (Gray, 1918)	Nerf trochléaire (IV)	Nervus trochlearis	Cavité crânienne	Système nerveux	Quatrième nerf crânien, purement moteur, le plus grêle et le plus long. Il innerve un seul muscle, l'oblique supérieur, qui abaisse le globe en adduction et l'intorse. Particularités : c'est le seul nerf crânien à émerger de la face DORSALE du tronc cérébral, et ses fibres décussent avant d'émerger (il innerve donc l'oblique supérieur controlatéral à son noyau).	Émerge sous les colliculus inférieurs, contourne le mésencéphale près du bord libre de la tente du cervelet, traverse la paroi latérale du sinus caverneux (sous le III) puis la fissure orbitaire supérieure, hors de l'anneau de Zinn.	Cause la plus fréquente de diplopie verticale. Sa longueur et son émergence dorsale l'exposent aux traumatismes crâniens (souvent bilatéral). Diplopie majorée au regard en bas et en dedans (gêne à la lecture et à la descente d'escalier), torsion, compensée par une inclinaison de la tête vers l'épaule opposée. Test de Parks-Bielschowsky pour l'affirmer.	https://fr.wikipedia.org/wiki/Nerf_trochléaire	3
nerf_trijumeau_v	nerf_trijumeau_v.jpg	libre	Nerf trijumeau et ganglion trigéminal (Gray, 1918)	Nerf trijumeau (V)	Nervus trigeminus	Cavité crânienne	Système nerveux	Cinquième nerf crânien, le plus volumineux, mixte. Sa racine sensitive assure la sensibilité de toute la face, du cuir chevelu antérieur, des dents, des muqueuses buccale, nasale et sinusienne, de la cornée et des deux tiers antérieurs de la langue (sensibilité générale). Sa racine motrice, satellite du V3, innerve les muscles masticateurs (masséter, temporal, ptérygoïdiens), le mylo-hyoïdien, le ventre antérieur du digastrique, le tenseur du voile et le tenseur du tympan.	Émerge de la face latérale du pont, gagne le cavum trigéminal (de Meckel) sur la face antéro-supérieure du rocher où siège le ganglion trigéminal (de Gasser), puis se divise en trois branches : ophtalmique (V1, fissure orbitaire supérieure), maxillaire (V2, foramen rond), mandibulaire (V3, foramen ovale).	"Névralgie du trijumeau (essentielle : conflit vasculo-nerveux à l'émergence pontique, souvent l'artère cérébelleuse supérieure ; décharges fulgurantes dans un territoire, zone gâchette, traitement par carbamazépine puis décompression micro-vasculaire ou thermocoagulation du ganglion). Le réflexe cornéen (afférence V1) teste le V et le VII (efférence). Anesthésie faciale, hypoesthésie du menton (""numb chin syndrome"" : métastase mandibulaire)."	https://fr.wikipedia.org/wiki/Nerf_trijumeau	5
nerf_ophtalmique_v1	nerf_ophtalmique_v1.jpg	libre	Nerf ophtalmique et ses branches (Gray, 1918)	Nerf ophtalmique (V1)	Nervus ophthalmicus	Cavité crânienne	Système nerveux	Première branche du trijumeau, purement sensitive. Elle innerve la peau du front, de la paupière supérieure et du dos du nez, la cornée et la conjonctive, la muqueuse de la partie antéro-supérieure des fosses nasales et des sinus frontal et ethmoïdal. Elle se divise avant la fissure orbitaire supérieure en trois branches : nerf lacrymal, nerf frontal (le plus volumineux, donnant les nerfs supra-orbitaire et supra-trochléaire) et nerf nasociliaire.	Chemine dans la paroi latérale du sinus caverneux, sous le IV. Le nerf nasociliaire entre dans l'anneau de Zinn, donne les nerfs ciliaires longs (sensibilité de la cornée), la racine sensitive du ganglion ciliaire et le nerf ethmoïdal antérieur (qui gagne le nez et se termine par le rameau nasal externe).	Zona ophtalmique (réactivation du VZV dans le ganglion trigéminal, territoire V1) : éruption vésiculeuse hémifaciale respectant la ligne médiane, kératite si atteinte du nasociliaire (signe de Hutchinson : vésicule sur l'aile du nez). Réflexe cornéen (branche nasociliaire). Névralgie sus-orbitaire.	https://fr.wikipedia.org/wiki/Nerf_ophtalmique	3
nerf_maxillaire_v2	nerf_maxillaire_v2.jpg	libre	Nerf maxillaire et ganglion ptérygo-palatin (Gray, 1918)	Nerf maxillaire (V2)	Nervus maxillaris	Cavité crânienne	Système nerveux	Deuxième branche du trijumeau, purement sensitive. Elle innerve la peau de la joue, de la paupière inférieure, de l'aile du nez et de la lèvre supérieure, la muqueuse de la partie moyenne des fosses nasales et du sinus maxillaire, le voile du palais, le nasopharynx, les dents et la gencive de l'arcade supérieure.	Quitte le crâne par le foramen rond, traverse la fosse ptérygo-palatine où il donne le nerf zygomatique et des rameaux au ganglion ptérygo-palatin (qui redistribue ses fibres sensitives au palais et au nez et lui adjoint des fibres parasympathiques du VII). Il devient nerf infra-orbitaire dans le plancher de l'orbite, parcourt le canal infra-orbitaire et émerge à la face par le foramen infra-orbitaire.	Névralgie du V2. Hypoesthésie de la joue et de l'aile du nez dans les fractures du plancher de l'orbite et du malaire (atteinte du nerf infra-orbitaire), et dans le cancer du sinus maxillaire. Bloc du nerf maxillaire par voie sous-zygomatique (chirurgie du massif facial). Diffusion péri-neurale des carcinomes cutanés le long du V2.	https://fr.wikipedia.org/wiki/Nerf_maxillaire	3
nerf_mandibulaire_v3	nerf_mandibulaire_v3.jpg	libre	Nerf mandibulaire et ses branches (Gray, 1918)	Nerf mandibulaire (V3)	Nervus mandibularis	Cavité crânienne	Système nerveux	Troisième branche du trijumeau, seule branche MIXTE (elle reçoit la racine motrice du V). Sa composante sensitive innerve la peau de la région temporale, de la joue basse, du menton et de la lèvre inférieure, la muqueuse de la joue, le plancher buccal et les deux tiers antérieurs de la langue (nerf lingual), les dents et la gencive de l'arcade inférieure (nerf alvéolaire inférieur). Sa composante motrice innerve les quatre muscles masticateurs, le mylo-hyoïdien, le ventre antérieur du digastrique, le tenseur du voile et le tenseur du tympan.	Quitte le crâne par le foramen ovale et se divise dans la fosse infra-temporale en un tronc antérieur (surtout moteur, plus le nerf buccal sensitif) et un tronc postérieur (surtout sensitif : nerfs auriculo-temporal, lingual, alvéolaire inférieur). Le ganglion otique est appliqué sur sa face médiale, sous le foramen ovale.	"Anesthésie tronculaire du nerf alvéolaire inférieur (""bloc mandibulaire"", épine de Spix) : base de la chirurgie dentaire de l'arcade inférieure. Hypoesthésie du menton après avulsion de dent de sagesse ou fracture de l'angle mandibulaire. Névralgie du V3, otalgie réflexe (auriculo-temporal). Syndrome de Frey après parotidectomie (repousse aberrante de fibres parasympathiques sur les glandes sudoripares via l'auriculo-temporal)."	https://fr.wikipedia.org/wiki/Nerf_mandibulaire	4
nerf_abducens_vi	nerf_abducens_vi.svg	libre	Nerf abducens, trajet intracrânien	Nerf abducens (VI)	Nervus abducens	Cavité crânienne	Système nerveux	Sixième nerf crânien, purement moteur : il innerve un seul muscle, le droit latéral, qui abduit le globe. Une atteinte donne donc un strabisme convergent (œil en adduction) et une diplopie horizontale maximale au regard vers le côté atteint.	Émerge du sillon bulbo-pontique, remonte le long du clivus, se coude sur le bord supérieur du rocher (où il est retenu par le ligament pétro-sphénoïdal de Gruber, dans le canal de Dorello), puis traverse le sinus caverneux au contact direct de l'artère carotide interne (seul nerf intra-caverneux, les autres étant dans la paroi), et gagne l'orbite par la fissure orbitaire supérieure dans l'anneau de Zinn.	Paralysie du VI = la plus fréquente des paralysies oculomotrices, mais peu localisatrice : l'hypertension intracrânienne l'étire au bord du rocher (fausse valeur localisatrice). Syndrome de Gradenigo (apex du rocher : VI + douleur V1 + otorrhée, dans les pétrosites). Atteinte dans la fistule carotido-caverneuse et la thrombose du sinus caverneux.	https://fr.wikipedia.org/wiki/Nerf_abducens	3
